index,protID,geneID,geneName
9432,9606.ENSP00000369038,ENSG00000124802,EEF1E1
9433,9606.ENSP00000369042,ENSG00000205339,IPO7
9434,9606.ENSP00000369050,ENSG00000140465,CYP1A1
9435,9606.ENSP00000369055,ENSG00000086062,B4GALT1
9436,9606.ENSP00000369075,ENSG00000125817,CENPB
9437,9606.ENSP00000369081,ENSG00000239264,TXNDC5
9438,9606.ENSP00000369099,ENSG00000170222,ADPRM
9439,9606.ENSP00000369100,ENSG00000170525,PFKFB3
9440,9606.ENSP00000369126,ENSG00000180138,CSNK1A1L
9441,9606.ENSP00000369127,ENSG00000086061,DNAJA1
9442,9606.ENSP00000369129,ENSG00000096696,DSP
9443,9606.ENSP00000369131,ENSG00000127511,SIN3B
9444,9606.ENSP00000369134,ENSG00000131828,PDHA1
9445,9606.ENSP00000369141,ENSG00000137074,APTX
9446,9606.ENSP00000369154,ENSG00000120693,SMAD9
9447,9606.ENSP00000369157,ENSG00000170782,OR10A4
9448,9606.ENSP00000369162,ENSG00000124784,RIOK1
9449,9606.ENSP00000369176,ENSG00000165264,NDUFB6
9450,9606.ENSP00000369213,ENSG00000107201,DDX58
9451,9606.ENSP00000369217,ENSG00000166233,ARIH1
9452,9606.ENSP00000369218,ENSG00000134453,RBM17
9453,9606.ENSP00000369257,ENSG00000103494,RPGRIP1L
9454,9606.ENSP00000369268,ENSG00000132259,CNGA4
9455,9606.ENSP00000369270,ENSG00000124782,RREB1
9456,9606.ENSP00000369274,ENSG00000044446,PHKA2
9457,9606.ENSP00000369293,ENSG00000134460,IL2RA
9458,9606.ENSP00000369299,ENSG00000132274,TRIM22
9459,9606.ENSP00000369312,ENSG00000134470,IL15RA
9460,9606.ENSP00000369317,ENSG00000205420,KRT6A
9461,9606.ENSP00000369318,ENSG00000164292,RHOBTB3
9462,9606.ENSP00000369335,ENSG00000134452,FBXO18
9463,9606.ENSP00000369339,ENSG00000147894,C9orf72
9464,9606.ENSP00000369346,ENSG00000164291,ARSK
9465,9606.ENSP00000369349,ENSG00000205426,KRT81
9466,9606.ENSP00000369351,ENSG00000168769,TET2
9467,9606.ENSP00000369373,ENSG00000132256,TRIM5
9468,9606.ENSP00000369375,ENSG00000120156,TEK
9469,9606.ENSP00000369391,ENSG00000124787,RPP40
9470,9606.ENSP00000369402,ENSG00000096872,IFT74
9471,9606.ENSP00000369409,ENSG00000205436,EXOC3L4
9472,9606.ENSP00000369411,ENSG00000133119,RFC3
9473,9606.ENSP00000369424,ENSG00000102054,RBBP7
9474,9606.ENSP00000369442,ENSG00000133116,KL
9475,9606.ENSP00000369456,ENSG00000125877,ITPA
9476,9606.ENSP00000369460,ENSG00000107105,ELAVL2
9477,9606.ENSP00000369461,ENSG00000198721,ECI2
9478,9606.ENSP00000369465,ENSG00000086712,TXLNG
9479,9606.ENSP00000369497,ENSG00000139618,BRCA2
9480,9606.ENSP00000369500,ENSG00000169895,SYAP1
9481,9606.ENSP00000369519,ENSG00000099810,MTAP
9482,9606.ENSP00000369530,ENSG00000179593,ALOX15B
9483,9606.ENSP00000369538,ENSG00000057608,GDI2
9484,9606.ENSP00000369553,ENSG00000120242,IFNA8
9485,9606.ENSP00000369554,ENSG00000188379,IFNA2
9486,9606.ENSP00000369558,ENSG00000120235,IFNA6
9487,9606.ENSP00000369559,ENSG00000167359,OR51I1
9488,9606.ENSP00000369564,ENSG00000147885,IFNA16
9489,9606.ENSP00000369566,ENSG00000186803,IFNA10
9490,9606.ENSP00000369568,ENSG00000176239,OR51B6
9491,9606.ENSP00000369571,ENSG00000228083,IFNA14
9492,9606.ENSP00000369573,ENSG00000183251,OR51B4
9493,9606.ENSP00000369574,ENSG00000137080,IFNA21
9494,9606.ENSP00000369578,ENSG00000177047,IFNW1
9495,9606.ENSP00000369581,ENSG00000171855,IFNB1
9496,9606.ENSP00000369604,ENSG00000214050,FBXO16
9497,9606.ENSP00000369614,ENSG00000170037,CNTROB
9498,9606.ENSP00000369634,ENSG00000110844,PRPF40B
9499,9606.ENSP00000369643,ENSG00000126010,GRPR
9500,9606.ENSP00000369647,ENSG00000101200,AVP
9501,9606.ENSP00000369654,ENSG00000223609,HBD
9502,9606.ENSP00000369666,ENSG00000099364,FBXL19
9503,9606.ENSP00000369677,ENSG00000138080,EMILIN1
9504,9606.ENSP00000369681,ENSG00000140455,USP3
9505,9606.ENSP00000369682,ENSG00000125901,MRPS26
9506,9606.ENSP00000369689,ENSG00000178372,CALML5
9507,9606.ENSP00000369695,ENSG00000171843,MLLT3
9508,9606.ENSP00000369703,ENSG00000137267,TUBB2A
9509,9606.ENSP00000369716,ENSG00000170004,CHD3
9510,9606.ENSP00000369728,ENSG00000205495,OR52J3
9511,9606.ENSP00000369729,ENSG00000205496,OR51A2
9512,9606.ENSP00000369731,ENSG00000205497,OR51A4
9513,9606.ENSP00000369736,ENSG00000171530,TBCA
9514,9606.ENSP00000369738,ENSG00000176900,OR51T1
9515,9606.ENSP00000369756,ENSG00000132670,PTPRA
9516,9606.ENSP00000369757,ENSG00000137154,RPS6
9517,9606.ENSP00000369774,ENSG00000197054,ZNF763
9518,9606.ENSP00000369777,ENSG00000169957,ZNF768
9519,9606.ENSP00000369785,ENSG00000087842,PIR
9520,9606.ENSP00000369798,ENSG00000178473,UCN3
9521,9606.ENSP00000369802,,
9522,9606.ENSP00000369810,ENSG00000215305,VPS16
9523,9606.ENSP00000369820,ENSG00000165195,PIGA
9524,9606.ENSP00000369855,ENSG00000102048,ASB9
9525,9606.ENSP00000369857,ENSG00000163322,ABRAXAS1
9526,9606.ENSP00000369858,ENSG00000132965,ALOX5AP
9527,9606.ENSP00000369860,ENSG00000130150,MOSPD2
9528,9606.ENSP00000369862,ENSG00000113163,COL4A3BP
9529,9606.ENSP00000369871,ENSG00000147874,HAUS6
9530,9606.ENSP00000369887,ENSG00000137776,SLTM
9531,9606.ENSP00000369889,ENSG00000139219,COL2A1
9532,9606.ENSP00000369895,ENSG00000046647,GEMIN8
9533,9606.ENSP00000369897,ENSG00000110619,CARS
9534,9606.ENSP00000369899,ENSG00000155876,RRAGA
9535,9606.ENSP00000369915,ENSG00000205531,NAP1L4
9536,9606.ENSP00000369921,ENSG00000178031,ADAMTSL1
9537,9606.ENSP00000369943,ENSG00000137878,GCOM1
9538,9606.ENSP00000369960,ENSG00000120907,ADRA1A
9539,9606.ENSP00000369962,ENSG00000183067,IGSF5
9540,9606.ENSP00000369965,ENSG00000145741,BTF3
9541,9606.ENSP00000369981,ENSG00000107295,SH3GL2
9542,9606.ENSP00000369989,ENSG00000102781,KATNAL1
9543,9606.ENSP00000370003,ENSG00000104765,BNIP3L
9544,9606.ENSP00000370007,ENSG00000205542,TMSB4X
9545,9606.ENSP00000370023,ENSG00000084754,HADHA
9546,9606.ENSP00000370031,ENSG00000165533,TTC8
9547,9606.ENSP00000370034,ENSG00000196664,TLR7
9548,9606.ENSP00000370074,ENSG00000170542,SERPINB9
9549,9606.ENSP00000370083,ENSG00000172062,SMN1
9550,9606.ENSP00000370104,ENSG00000132522,GPS2
9551,9606.ENSP00000370105,ENSG00000183474,GTF2H2C
9552,9606.ENSP00000370109,ENSG00000164985,PSIP1
9553,9606.ENSP00000370115,ENSG00000021355,SERPINB1
9554,9606.ENSP00000370119,ENSG00000205571,SMN2
9555,9606.ENSP00000370125,ENSG00000205581,HMGN1
9556,9606.ENSP00000370128,ENSG00000139514,SLC7A1
9557,9606.ENSP00000370150,ENSG00000124535,WRNIP1
9558,9606.ENSP00000370151,ENSG00000152942,RAD17
9559,9606.ENSP00000370194,ENSG00000112699,GMDS
9560,9606.ENSP00000370196,ENSG00000100241,SBF1
9561,9606.ENSP00000370200,ENSG00000164975,SNAPC3
9562,9606.ENSP00000370222,ENSG00000132963,POMP
9563,9606.ENSP00000370223,ENSG00000101365,IDH3B
9564,9606.ENSP00000370253,ENSG00000167034,NKX3-1
9565,9606.ENSP00000370256,ENSG00000054598,FOXC1
9566,9606.ENSP00000370258,ENSG00000205609,EIF3CL
9567,9606.ENSP00000370270,ENSG00000119715,ESRRB
9568,9606.ENSP00000370293,ENSG00000188996,HUS1B
9569,9606.ENSP00000370297,ENSG00000147869,CER1
9570,9606.ENSP00000370303,ENSG00000175893,ZDHHC21
9571,9606.ENSP00000370330,ENSG00000112851,ERBIN
9572,9606.ENSP00000370340,ENSG00000147862,NFIB
9573,9606.ENSP00000370343,ENSG00000137265,IRF4
9574,9606.ENSP00000370345,ENSG00000152520,PAN3
9575,9606.ENSP00000370372,ENSG00000123213,NLN
9576,9606.ENSP00000370373,ENSG00000119782,FKBP1B
9577,9606.ENSP00000370376,ENSG00000128951,DUT
9578,9606.ENSP00000370377,ENSG00000107959,PITRM1
9579,9606.ENSP00000370381,ENSG00000074803,SLC12A1
9580,9606.ENSP00000370395,ENSG00000197860,SGTB
9581,9606.ENSP00000370408,ENSG00000165556,CDX2
9582,9606.ENSP00000370410,ENSG00000107186,MPDZ
9583,9606.ENSP00000370414,ENSG00000180389,ATP5EP2
9584,9606.ENSP00000370421,ENSG00000139515,PDX1
9585,9606.ENSP00000370430,ENSG00000006757,PNPLA4
9586,9606.ENSP00000370460,ENSG00000153015,CWC27
9587,9606.ENSP00000370473,ENSG00000146674,IGFBP3
9588,9606.ENSP00000370503,ENSG00000136280,CCM2
9589,9606.ENSP00000370517,ENSG00000067057,PFKP
9590,9606.ENSP00000370521,ENSG00000129221,AIPL1
9591,9606.ENSP00000370522,ENSG00000205667,ARSH
9592,9606.ENSP00000370526,ENSG00000157399,ARSE
9593,9606.ENSP00000370532,ENSG00000122034,GTF3A
9594,9606.ENSP00000370543,ENSG00000198743,SLC5A3
9595,9606.ENSP00000370546,ENSG00000006756,ARSD
9596,9606.ENSP00000370555,ENSG00000056998,GYG2
9597,9606.ENSP00000370557,ENSG00000167842,MIS12
9598,9606.ENSP00000370571,ENSG00000180176,TH
9599,9606.ENSP00000370589,ENSG00000101361,NOP56
9600,9606.ENSP00000370614,ENSG00000205683,DPF3
9601,9606.ENSP00000370616,ENSG00000214717,ZBED1
9602,9606.ENSP00000370639,ENSG00000196433,ASMT
9603,9606.ENSP00000370658,ENSG00000123106,CCDC91
9604,9606.ENSP00000370671,ENSG00000087448,KLHL42
9605,9606.ENSP00000370710,ENSG00000107077,KDM4C
9606,9606.ENSP00000370718,ENSG00000169093,ASMTL
9607,9606.ENSP00000370719,ENSG00000205726,ITSN1
9608,9606.ENSP00000370736,ENSG00000134851,TMEM165
9609,9606.ENSP00000370737,ENSG00000178445,GLDC
9610,9606.ENSP00000370741,ENSG00000066654,THUMPD1
9611,9606.ENSP00000370744,ENSG00000123104,ITPR2
9612,9606.ENSP00000370748,ENSG00000067064,IDI1
9613,9606.ENSP00000370750,ENSG00000072042,RDH11
9614,9606.ENSP00000370781,ENSG00000164287,CDC20B
9615,9606.ENSP00000370800,ENSG00000230522,MBD3L2
9616,9606.ENSP00000370803,ENSG00000103540,CCP110
9617,9606.ENSP00000370808,ENSG00000169100,SLC25A6
9618,9606.ENSP00000370826,ENSG00000168453,HR
9619,9606.ENSP00000370839,ENSG00000163069,SGCB
9620,9606.ENSP00000370842,ENSG00000137033,IL33
9621,9606.ENSP00000370867,ENSG00000125780,TGM3
9622,9606.ENSP00000370880,ENSG00000120215,MLANA
9623,9606.ENSP00000370883,ENSG00000185164,NOMO2
9624,9606.ENSP00000370891,ENSG00000125834,STK35
9625,9606.ENSP00000370912,ENSG00000135605,TEC
9626,9606.ENSP00000370930,ENSG00000214026,MRPL23
9627,9606.ENSP00000370936,ENSG00000169016,E2F6
9628,9606.ENSP00000370938,ENSG00000132964,CDK8
9629,9606.ENSP00000370949,ENSG00000170448,NFXL1
9630,9606.ENSP00000370968,ENSG00000132382,MYBBP1A
9631,9606.ENSP00000370979,ENSG00000205755,CRLF2
9632,9606.ENSP00000370989,ENSG00000120217,CD274
9633,9606.ENSP00000370990,ENSG00000185960,SHOX
9634,9606.ENSP00000371003,ENSG00000015171,ZMYND11
9635,9606.ENSP00000371037,ENSG00000174898,CATSPERD
9636,9606.ENSP00000371040,ENSG00000107014,RLN2
9637,9606.ENSP00000371051,ENSG00000074755,ZZEF1
9638,9606.ENSP00000371067,ENSG00000096968,JAK2
9639,9606.ENSP00000371070,ENSG00000132932,ATP8A2
9640,9606.ENSP00000371073,ENSG00000182378,PLCXD1
9641,9606.ENSP00000371084,ENSG00000124406,ATP8A1
9642,9606.ENSP00000371101,ENSG00000115761,NOL10
9643,9606.ENSP00000371110,ENSG00000100116,GCAT
9644,9606.ENSP00000371138,ENSG00000088832,FKBP1A
9645,9606.ENSP00000371152,ENSG00000104763,ASAH1
9646,9606.ENSP00000371155,ENSG00000139496,NUP58
9647,9606.ENSP00000371219,ENSG00000168421,RHOH
9648,9606.ENSP00000371221,ENSG00000139505,MTMR6
9649,9606.ENSP00000371230,ENSG00000147853,AK3
9650,9606.ENSP00000371278,ENSG00000106993,CDC37L1
9651,9606.ENSP00000371297,ENSG00000101298,SNPH
9652,9606.ENSP00000371308,ENSG00000151849,CENPJ
9653,9606.ENSP00000371321,ENSG00000035928,RFC1
9654,9606.ENSP00000371327,ENSG00000205809,KLRC2
9655,9606.ENSP00000371341,ENSG00000061938,TNK2
9656,9606.ENSP00000371345,ENSG00000067365,METTL22
9657,9606.ENSP00000371347,ENSG00000101280,ANGPT4
9658,9606.ENSP00000371362,ENSG00000152620,NADK2
9659,9606.ENSP00000371376,ENSG00000174130,TLR6
9660,9606.ENSP00000371377,ENSG00000172150,OR1A2
9661,9606.ENSP00000371388,ENSG00000271303,SRXN1
9662,9606.ENSP00000371393,ENSG00000169299,PGM2
9663,9606.ENSP00000371398,ENSG00000107249,GLIS3
9664,9606.ENSP00000371419,ENSG00000102699,PARP4
9665,9606.ENSP00000371432,,
9666,9606.ENSP00000371451,ENSG00000168724,DNAJC21
9667,9606.ENSP00000371471,ENSG00000134321,RSAD2
9668,9606.ENSP00000371472,ENSG00000100503,NIN
9669,9606.ENSP00000371475,ENSG00000067369,TP53BP1
9670,9606.ENSP00000371512,ENSG00000185053,SGCZ
9671,9606.ENSP00000371514,ENSG00000168263,KCNV2
9672,9606.ENSP00000371517,ENSG00000242110,AMACR
9673,9606.ENSP00000371532,ENSG00000147852,VLDLR
9674,9606.ENSP00000371535,ENSG00000109618,SEPSECS
9675,9606.ENSP00000371542,ENSG00000182957,SPATA13
9676,9606.ENSP00000371554,ENSG00000109610,SOD3
9677,9606.ENSP00000371559,ENSG00000032389,EIPR1
9678,9606.ENSP00000371577,ENSG00000150712,MTMR12
9679,9606.ENSP00000371587,ENSG00000185774,KCNIP4
9680,9606.ENSP00000371594,ENSG00000176533,GNG7
9681,9606.ENSP00000371634,ENSG00000073792,IGF2BP2
9682,9606.ENSP00000371682,ENSG00000163257,DCAF16
9683,9606.ENSP00000371689,ENSG00000154162,CDH12
9684,9606.ENSP00000371715,ENSG00000162078,ZG16B
9685,9606.ENSP00000371729,ENSG00000151835,SACS
9686,9606.ENSP00000371734,ENSG00000107104,KANK1
9687,9606.ENSP00000371785,ENSG00000184221,OLIG1
9688,9606.ENSP00000371790,ENSG00000102678,FGF9
9689,9606.ENSP00000371798,ENSG00000075618,FSCN1
9690,9606.ENSP00000371811,ENSG00000165487,MICU2
9691,9606.ENSP00000371833,,
9692,9606.ENSP00000371846,ENSG00000177030,DEAF1
9693,9606.ENSP00000371886,ENSG00000168970,JMJD7-PLA2G4B
9694,9606.ENSP00000371897,ENSG00000100852,ARHGAP5
9695,9606.ENSP00000371905,ENSG00000180776,ZDHHC20
9696,9606.ENSP00000371932,ENSG00000169777,TAS2R1
9697,9606.ENSP00000371973,ENSG00000150459,SAP18
9698,9606.ENSP00000371983,ENSG00000196526,AFAP1
9699,9606.ENSP00000371985,ENSG00000111262,KCNA1
9700,9606.ENSP00000372005,ENSG00000205981,DNAJC19
9701,9606.ENSP00000372023,ENSG00000183765,CHEK2
9702,9606.ENSP00000372025,ENSG00000197971,MBP
9703,9606.ENSP00000372035,ENSG00000150457,LATS2
9704,9606.ENSP00000372067,ENSG00000111218,PRMT8
9705,9606.ENSP00000372088,ENSG00000051180,RAD51
9706,9606.ENSP00000372112,ENSG00000180185,FAHD1
9707,9606.ENSP00000372155,ENSG00000092010,PSME1
9708,9606.ENSP00000372160,ENSG00000206052,DOK6
9709,9606.ENSP00000372169,ENSG00000151062,CACNA2D4
9710,9606.ENSP00000372170,ENSG00000163132,MSX1
9711,9606.ENSP00000372191,ENSG00000142082,SIRT3
9712,9606.ENSP00000372193,ENSG00000103249,CLCN7
9713,9606.ENSP00000372199,ENSG00000142207,URB1
9714,9606.ENSP00000372210,ENSG00000177951,BET1L
9715,9606.ENSP00000372221,ENSG00000206075,SERPINB5
9716,9606.ENSP00000372224,ENSG00000109758,HGFAC
9717,9606.ENSP00000372295,ENSG00000165474,GJB2
9718,9606.ENSP00000372313,ENSG00000102854,MSLN
9719,9606.ENSP00000372316,ENSG00000130997,POLN
9720,9606.ENSP00000372322,,
9721,9606.ENSP00000372326,ENSG00000066926,FECH
9722,9606.ENSP00000372335,ENSG00000185049,NELFA
9723,9606.ENSP00000372347,ENSG00000109685,NSD2
9724,9606.ENSP00000372361,ENSG00000132950,ZMYM5
9725,9606.ENSP00000372437,,
9726,9606.ENSP00000372547,ENSG00000184895,SRY
9727,9606.ENSP00000372654,ENSG00000171885,AQP4
9728,9606.ENSP00000372689,ENSG00000118007,STAG1
9729,9606.ENSP00000372750,ENSG00000184984,CHRM5
9730,9606.ENSP00000372955,ENSG00000183624,HMCES
9731,9606.ENSP00000373073,ENSG00000159650,UROC1
9732,9606.ENSP00000373153,ENSG00000206527,HACD2
9733,9606.ENSP00000373167,ENSG00000181847,TIGIT
9734,9606.ENSP00000373169,ENSG00000151577,DRD3
9735,9606.ENSP00000373193,ENSG00000232382,OR5K1
9736,9606.ENSP00000373194,ENSG00000206536,OR5K3
9737,9606.ENSP00000373195,ENSG00000197938,OR5H2
9738,9606.ENSP00000373196,ENSG00000233412,OR5H15
9739,9606.ENSP00000373244,ENSG00000114646,CSPG5
9740,9606.ENSP00000373272,ENSG00000206557,TRIM71
9741,9606.ENSP00000373298,ENSG00000206561,COLQ
9742,9606.ENSP00000373300,ENSG00000206562,METTL6
9743,9606.ENSP00000373301,ENSG00000131370,SH3BP5
9744,9606.ENSP00000373304,ENSG00000154781,CCDC174
9745,9606.ENSP00000373340,ENSG00000156983,BRPF1
9746,9606.ENSP00000373347,ENSG00000196220,SRGAP3
9747,9606.ENSP00000373354,ENSG00000170364,SETMAR
9748,9606.ENSP00000373399,ENSG00000167103,PIP5KL1
9749,9606.ENSP00000373404,ENSG00000112651,MRPL2
9750,9606.ENSP00000373411,ENSG00000197885,NKIRAS1
9751,9606.ENSP00000373472,ENSG00000136378,ADAMTS7
9752,9606.ENSP00000373474,ENSG00000145388,METTL14
9753,9606.ENSP00000373476,,
9754,9606.ENSP00000373477,ENSG00000211445,GPX3
9755,9606.ENSP00000373487,ENSG00000111057,KRT18
9756,9606.ENSP00000373518,ENSG00000255346,NOX5
9757,9606.ENSP00000373539,ENSG00000136011,STAB2
9758,9606.ENSP00000373570,ENSG00000107165,TYRP1
9759,9606.ENSP00000373574,ENSG00000139567,ACVRL1
9760,9606.ENSP00000373600,ENSG00000154237,LRRK1
9761,9606.ENSP00000373627,ENSG00000154997,41883
9762,9606.ENSP00000373637,,
9763,9606.ENSP00000373640,ENSG00000188266,HYKK
9764,9606.ENSP00000373648,ENSG00000184156,KCNQ3
9765,9606.ENSP00000373657,ENSG00000074356,NCBP3
9766,9606.ENSP00000373674,ENSG00000205309,NT5M
9767,9606.ENSP00000373684,ENSG00000211455,STK38L
9768,9606.ENSP00000373698,,
9769,9606.ENSP00000373700,ENSG00000171094,ALK
9770,9606.ENSP00000373713,ENSG00000211456,SACM1L
9771,9606.ENSP00000373715,ENSG00000172795,DCP2
9772,9606.ENSP00000373730,ENSG00000246705,H2AFJ
9773,9606.ENSP00000373772,ENSG00000155827,RNF20
9774,9606.ENSP00000373810,,
9775,9606.ENSP00000373825,ENSG00000183914,DNAH2
9776,9606.ENSP00000373846,ENSG00000198862,LTN1
9777,9606.ENSP00000373853,ENSG00000131409,LRRC4B
9778,9606.ENSP00000373854,ENSG00000156886,ITGAD
9779,9606.ENSP00000373864,ENSG00000079337,RAPGEF3
9780,9606.ENSP00000373884,ENSG00000198838,RYR3
9781,9606.ENSP00000373918,ENSG00000106105,GARS
9782,9606.ENSP00000373952,ENSG00000187741,FANCA
9783,9606.ENSP00000373979,ENSG00000167632,TRAPPC9
9784,9606.ENSP00000374013,ENSG00000121335,PRB2
9785,9606.ENSP00000374036,ENSG00000089169,RPH3A
9786,9606.ENSP00000374069,ENSG00000155093,PTPRN2
9787,9606.ENSP00000374125,ENSG00000197046,SIGLEC15
9788,9606.ENSP00000374135,ENSG00000168702,LRP1B
9789,9606.ENSP00000374145,ENSG00000196811,CHRNG
9790,9606.ENSP00000374205,ENSG00000136535,TBR1
9791,9606.ENSP00000374212,ENSG00000183495,EP400
9792,9606.ENSP00000374265,ENSG00000176153,GPX2
9793,9606.ENSP00000374280,ENSG00000137815,RTF1
9794,9606.ENSP00000374309,ENSG00000101680,LAMA1
9795,9606.ENSP00000374323,ENSG00000080224,EPHA6
9796,9606.ENSP00000374332,ENSG00000211460,TSN
9797,9606.ENSP00000374353,ENSG00000103253,HAGHL
9798,9606.ENSP00000374354,ENSG00000120699,EXOSC8
9799,9606.ENSP00000374357,ENSG00000133794,ARNTL
9800,9606.ENSP00000374359,ENSG00000070476,ZXDC
9801,9606.ENSP00000374372,ENSG00000070182,SPTB
9802,9606.ENSP00000374399,ENSG00000166166,TRMT61A
9803,9606.ENSP00000374409,ENSG00000144283,PKP4
9804,9606.ENSP00000374423,,
9805,9606.ENSP00000374443,ENSG00000143669,LYST
9806,9606.ENSP00000374455,ENSG00000161011,SQSTM1
9807,9606.ENSP00000374467,ENSG00000006071,ABCC8
9808,9606.ENSP00000374484,ENSG00000103978,TMEM87A
9809,9606.ENSP00000374490,ENSG00000187775,DNAH17
9810,9606.ENSP00000374501,ENSG00000163945,UVSSA
9811,9606.ENSP00000374507,ENSG00000015133,CCDC88C
9812,9606.ENSP00000374529,ENSG00000090061,CCNK
9813,9606.ENSP00000374552,ENSG00000011275,RNF216
9814,9606.ENSP00000374558,ENSG00000102445,RUBCNL
9815,9606.ENSP00000374574,ENSG00000198231,DDX42
9816,9606.ENSP00000375053,ENSG00000187713,TMEM203
9817,9606.ENSP00000375057,ENSG00000188042,ARL4C
9818,9606.ENSP00000375066,ENSG00000182782,HCAR2
9819,9606.ENSP00000375069,ENSG00000050767,COL23A1
9820,9606.ENSP00000375073,ENSG00000176396,EID2
9821,9606.ENSP00000375080,ENSG00000167393,PPP2R3B
9822,9606.ENSP00000375082,ENSG00000136122,BORA
9823,9606.ENSP00000375086,ENSG00000131142,CCL25
9824,9606.ENSP00000375267,ENSG00000203950,RTL8A
9825,9606.ENSP00000375268,ENSG00000212747,RTL8B
9826,9606.ENSP00000375608,ENSG00000167633,KIR3DL1
9827,9606.ENSP00000375629,ENSG00000131042,LILRB2
9828,9606.ENSP00000375639,ENSG00000105619,TFPT
9829,9606.ENSP00000375691,,
9830,9606.ENSP00000375717,ENSG00000104960,PTOV1
9831,9606.ENSP00000375726,,
9832,9606.ENSP00000375730,ENSG00000142541,RPL13A
9833,9606.ENSP00000375736,,
9834,9606.ENSP00000375748,ENSG00000176920,FUT2
9835,9606.ENSP00000375767,ENSG00000105483,CARD8
9836,9606.ENSP00000375777,ENSG00000090372,STRN4
9837,9606.ENSP00000375795,ENSG00000162892,IL24
9838,9606.ENSP00000375809,ENSG00000104884,ERCC2
9839,9606.ENSP00000375810,ENSG00000104892,KLC3
9840,9606.ENSP00000375853,ENSG00000127074,RGS13
9841,9606.ENSP00000375857,ENSG00000124831,LRRFIP1
9842,9606.ENSP00000375863,ENSG00000105323,HNRNPUL1
9843,9606.ENSP00000375872,ENSG00000085978,ATG16L1
9844,9606.ENSP00000375881,ENSG00000163283,ALPP
9845,9606.ENSP00000375892,ENSG00000105221,AKT2
9846,9606.ENSP00000375893,ENSG00000135898,GPR55
9847,9606.ENSP00000375899,ENSG00000079263,SP140
9848,9606.ENSP00000375909,ENSG00000153820,SPHKAP
9849,9606.ENSP00000375921,ENSG00000135903,PAX3
9850,9606.ENSP00000375956,ENSG00000130396,AFDN
9851,9606.ENSP00000375975,ENSG00000143183,TMCO1
9852,9606.ENSP00000375977,ENSG00000079246,XRCC5
9853,9606.ENSP00000375986,ENSG00000085511,MAP3K4
9854,9606.ENSP00000376024,ENSG00000130340,SNX9
9855,9606.ENSP00000376048,ENSG00000105695,MAG
9856,9606.ENSP00000376076,ENSG00000116030,SUMO1
9857,9606.ENSP00000376123,ENSG00000027869,SH2D2A
9858,9606.ENSP00000376127,,
9859,9606.ENSP00000376139,ENSG00000141580,WDR45B
9860,9606.ENSP00000376148,ENSG00000105676,ARMC6
9861,9606.ENSP00000376150,ENSG00000141526,SLC16A3
9862,9606.ENSP00000376162,ENSG00000051128,HOMER3
9863,9606.ENSP00000376176,ENSG00000132341,RAN
9864,9606.ENSP00000376177,ENSG00000064989,CALCRL
9865,9606.ENSP00000376178,ENSG00000111450,STX2
9866,9606.ENSP00000376188,ENSG00000006016,CRLF1
9867,9606.ENSP00000376204,ENSG00000116539,ASH1L
9868,9606.ENSP00000376215,ENSG00000170035,UBE2E3
9869,9606.ENSP00000376250,ENSG00000152492,CCDC50
9870,9606.ENSP00000376258,ENSG00000170633,RNF34
9871,9606.ENSP00000376268,ENSG00000129657,SEC14L1
9872,9606.ENSP00000376293,ENSG00000079156,OSBPL6
9873,9606.ENSP00000376306,ENSG00000122966,CIT
9874,9606.ENSP00000376309,ENSG00000170144,HNRNPA3
9875,9606.ENSP00000376317,ENSG00000135090,TAOK3
9876,9606.ENSP00000376322,ENSG00000128714,HOXD13
9877,9606.ENSP00000376333,ENSG00000073350,LLGL2
9878,9606.ENSP00000376372,ENSG00000166428,PLD4
9879,9606.ENSP00000376410,ENSG00000203485,INF2
9880,9606.ENSP00000376432,ENSG00000151704,KCNJ1
9881,9606.ENSP00000376436,ENSG00000134954,ETS1
9882,9606.ENSP00000376440,ENSG00000151164,RAD9B
9883,9606.ENSP00000376445,ENSG00000150455,TIRAP
9884,9606.ENSP00000376465,ENSG00000115339,GALNT3
9885,9606.ENSP00000376472,ENSG00000134910,STT3A
9886,9606.ENSP00000376500,ENSG00000131323,TRAF3
9887,9606.ENSP00000376506,ENSG00000114209,PDCD10
9888,9606.ENSP00000376544,ENSG00000007312,CD79B
9889,9606.ENSP00000376548,ENSG00000106648,GALNTL5
9890,9606.ENSP00000376568,ENSG00000178053,MLF1
9891,9606.ENSP00000376570,ENSG00000144278,GALNT13
9892,9606.ENSP00000376583,ENSG00000111785,RIC8B
9893,9606.ENSP00000376609,ENSG00000198873,GRK5
9894,9606.ENSP00000376611,ENSG00000139372,TDG
9895,9606.ENSP00000376623,ENSG00000213218,CSH2
9896,9606.ENSP00000376633,,
9897,9606.ENSP00000376652,ENSG00000196405,EVL
9898,9606.ENSP00000376684,,
9899,9606.ENSP00000376758,ENSG00000141378,PTRH2
9900,9606.ENSP00000376765,ENSG00000131788,PIAS3
9901,9606.ENSP00000376776,ENSG00000123454,DBH
9902,9606.ENSP00000376786,ENSG00000110777,POU2AF1
9903,9606.ENSP00000376792,ENSG00000151532,VTI1A
9904,9606.ENSP00000376793,ENSG00000196136,SERPINA3
9905,9606.ENSP00000376800,ENSG00000105887,MTPN
9906,9606.ENSP00000376808,ENSG00000166266,CUL5
9907,9606.ENSP00000376822,ENSG00000115107,STEAP3
